episode,agent0_type,agent1_type,winner,agent0_score,agent1_score,total_moves,game_length,agent0_captures,agent1_captures,final_board_seeds,score_difference,winner_margin,agent0_epsilon,agent1_epsilon
2753,DQNMedium,DQNSmall,DQNMedium,27,7,109,109,27,7,14,20,20,0.995,0.995
2754,HeuristicAgent,DQNMedium,HeuristicAgent,41,7,41,41,41,7,41,34,34,N/A,0.995
2755,DQNMedium,GreedyAgent,GreedyAgent,0,25,32,32,0,25,23,25,25,0.995,N/A
2756,RandomAgent,QLearningAgent,RandomAgent,25,19,137,137,25,19,4,6,6,N/A,0.999
2757,DQNMedium,HeuristicAgent,HeuristicAgent,18,25,198,198,18,25,5,7,7,0.995,N/A
2758,RandomAgent,DQNLarge,RandomAgent,25,15,137,137,25,15,8,10,10,N/A,0.995
2759,DQNLarge,DQNLarge,DQNLarge,25,17,85,85,25,17,6,8,8,0.995,0.995
2760,DQNMedium,HeuristicAgent,DQNMedium,25,10,369,369,25,10,13,15,15,0.995,N/A
2761,QLearningAgent,DQNMedium,QLearningAgent,25,19,91,91,25,19,4,6,6,0.999,0.995
2762,DQNMedium,QLearningAgent,QLearningAgent,14,25,106,106,14,25,9,11,11,0.995,0.999
2763,MinimaxAgent,RandomAgent,MinimaxAgent,25,2,49,49,25,2,21,23,23,N/A,N/A
2764,QLearningAgent,GreedyAgent,GreedyAgent,17,27,50,50,17,27,4,10,10,0.999,N/A
2765,DQNMedium,DQNMedium,DQNMedium,27,17,89,89,27,17,4,10,10,0.995,0.995
2766,DQNLarge,DQNSmall,DQNLarge,25,9,55,55,25,9,14,16,16,0.995,0.995
2767,HeuristicAgent,GreedyAgent,GreedyAgent,4,44,44,44,4,44,37,40,40,N/A,N/A
2768,DQNSmall,DQNSmall,DQNSmall,18,30,66,66,18,30,9,12,12,0.995,0.995
2769,DQNSmall,DQNLarge,DQNLarge,21,27,108,108,21,27,5,6,6,0.995,0.995
2770,HeuristicAgent,HeuristicAgent,HeuristicAgent,7,41,48,48,7,41,39,34,34,N/A,N/A
2771,DQNLarge,RandomAgent,DQNLarge,29,8,93,93,29,8,11,21,21,0.995,N/A
2772,DQNMedium,QLearningAgent,QLearningAgent,17,31,96,96,17,31,7,14,14,0.995,0.999
2773,RandomAgent,HeuristicAgent,HeuristicAgent,5,43,66,66,5,43,41,38,38,N/A,N/A
2774,DQNSmall,RandomAgent,DQNSmall,31,17,45,45,31,17,15,14,14,0.995,N/A
2775,DQNSmall,RandomAgent,RandomAgent,22,26,82,82,22,26,3,4,4,0.995,N/A
2776,GreedyAgent,HeuristicAgent,GreedyAgent,26,15,49,49,26,15,7,11,11,N/A,N/A
2777,RandomAgent,DQNLarge,RandomAgent,32,16,71,71,32,16,10,16,16,N/A,0.995
2778,QLearningAgent,MinimaxAgent,QLearningAgent,29,19,201,201,29,19,5,10,10,0.999,N/A
2779,GreedyAgent,DQNLarge,GreedyAgent,26,4,37,37,26,4,18,22,22,N/A,0.995
2780,MinimaxAgent,HeuristicAgent,HeuristicAgent,16,32,46,46,16,32,17,16,16,N/A,N/A
2781,DQNMedium,GreedyAgent,GreedyAgent,12,36,42,42,12,36,13,24,24,0.995,N/A
2782,QLearningAgent,DQNMedium,QLearningAgent,27,17,105,105,27,17,4,10,10,0.999,0.995
2783,DQNSmall,HeuristicAgent,HeuristicAgent,3,45,50,50,3,45,45,42,42,0.995,N/A
2784,HeuristicAgent,RandomAgent,HeuristicAgent,37,11,65,65,37,11,35,26,26,N/A,N/A
2785,DQNLarge,DQNLarge,DQNLarge,16,26,80,80,16,26,6,10,10,0.995,0.995
2786,GreedyAgent,QLearningAgent,GreedyAgent,28,6,41,41,28,6,14,22,22,N/A,0.999
2787,DQNMedium,GreedyAgent,GreedyAgent,11,37,52,52,11,37,13,26,26,0.995,N/A
2788,HeuristicAgent,DQNMedium,HeuristicAgent,45,3,35,35,45,3,45,42,42,N/A,0.995
2789,QLearningAgent,DQNSmall,DQNSmall,22,26,130,130,22,26,5,4,4,0.999,0.995
2790,GreedyAgent,DQNSmall,GreedyAgent,25,2,35,35,25,2,21,23,23,N/A,0.995
2791,QLearningAgent,GreedyAgent,GreedyAgent,7,41,44,44,7,41,19,34,34,0.999,N/A
2792,DQNSmall,GreedyAgent,GreedyAgent,5,25,36,36,5,25,18,20,20,0.995,N/A
2793,MinimaxAgent,GreedyAgent,MinimaxAgent,27,4,31,31,27,4,17,23,23,N/A,N/A
2794,DQNMedium,HeuristicAgent,HeuristicAgent,11,37,138,138,11,37,37,26,26,0.995,N/A
2795,RandomAgent,DQNMedium,DQNMedium,6,25,110,110,6,25,17,19,19,N/A,0.995
2796,HeuristicAgent,DQNSmall,HeuristicAgent,44,4,55,55,44,4,42,40,40,N/A,0.995
2797,HeuristicAgent,DQNMedium,HeuristicAgent,46,2,69,69,46,2,41,44,44,N/A,0.995
2798,MinimaxAgent,DQNMedium,MinimaxAgent,25,4,57,57,25,4,19,21,21,N/A,0.995
2799,HeuristicAgent,DQNLarge,HeuristicAgent,45,3,27,27,45,3,42,42,42,N/A,0.995
2800,GreedyAgent,DQNSmall,GreedyAgent,27,6,37,37,27,6,15,21,21,N/A,0.995
2801,QLearningAgent,DQNLarge,DQNLarge,3,30,48,48,3,30,15,27,27,0.999,0.995
2802,DQNSmall,DQNLarge,DQNSmall,26,22,47,47,26,22,5,4,4,0.995,0.995
2803,DQNSmall,DQNLarge,DQNLarge,19,29,122,122,19,29,8,10,10,0.995,0.995
2804,GreedyAgent,GreedyAgent,GreedyAgent,27,4,31,31,27,4,17,23,23,N/A,N/A
2805,DQNMedium,MinimaxAgent,DQNMedium,26,0,229,229,26,0,22,26,26,0.995,N/A
2806,HeuristicAgent,DQNSmall,DQNSmall,9,25,222,222,9,25,14,16,16,N/A,0.995
2807,DQNSmall,DQNLarge,DQNLarge,17,25,94,94,17,25,6,8,8,0.995,0.995
2808,DQNSmall,DQNSmall,DQNSmall,13,25,62,62,13,25,10,12,12,0.995,0.995
2809,MinimaxAgent,GreedyAgent,MinimaxAgent,27,4,31,31,27,4,17,23,23,N/A,N/A
2810,GreedyAgent,DQNSmall,GreedyAgent,29,2,17,17,29,2,17,27,27,N/A,0.995
2811,QLearningAgent,RandomAgent,QLearningAgent,29,19,117,117,29,19,5,10,10,0.999,N/A
2812,MinimaxAgent,DQNMedium,MinimaxAgent,26,0,43,43,26,0,22,26,26,N/A,0.995
2813,QLearningAgent,GreedyAgent,GreedyAgent,13,35,42,42,13,35,12,22,22,0.999,N/A
2814,RandomAgent,MinimaxAgent,RandomAgent,26,4,307,307,26,4,18,22,22,N/A,N/A
2815,MinimaxAgent,DQNSmall,MinimaxAgent,25,2,67,67,25,2,21,23,23,N/A,0.995
2816,DQNSmall,DQNLarge,DQNLarge,15,25,80,80,15,25,8,10,10,0.995,0.995
2817,DQNSmall,DQNSmall,DQNSmall,20,28,216,216,20,28,4,8,8,0.995,0.995
2818,DQNLarge,DQNSmall,DQNLarge,26,17,117,117,26,17,5,9,9,0.995,0.995
2819,HeuristicAgent,RandomAgent,HeuristicAgent,35,13,45,45,35,13,30,22,22,N/A,N/A
2820,MinimaxAgent,RandomAgent,MinimaxAgent,27,2,41,41,27,2,19,25,25,N/A,N/A
2821,DQNMedium,DQNSmall,DQNMedium,26,16,113,113,26,16,6,10,10,0.995,0.995
2822,HeuristicAgent,MinimaxAgent,HeuristicAgent,25,0,105,105,25,0,23,25,25,N/A,N/A
2823,QLearningAgent,DQNMedium,DQNMedium,12,25,64,64,12,25,11,13,13,0.999,0.995
2824,GreedyAgent,DQNLarge,GreedyAgent,27,0,33,33,27,0,21,27,27,N/A,0.995
2825,GreedyAgent,DQNSmall,GreedyAgent,29,6,31,31,29,6,13,23,23,N/A,0.995
2826,RandomAgent,MinimaxAgent,RandomAgent,30,0,203,203,30,0,18,30,30,N/A,N/A
2827,HeuristicAgent,RandomAgent,HeuristicAgent,36,12,69,69,36,12,33,24,24,N/A,N/A
2828,QLearningAgent,HeuristicAgent,HeuristicAgent,7,41,54,54,7,41,27,34,34,0.999,N/A
2829,RandomAgent,RandomAgent,RandomAgent,10,38,40,40,10,38,17,28,28,N/A,N/A
2830,HeuristicAgent,MinimaxAgent,HeuristicAgent,25,0,105,105,25,0,23,25,25,N/A,N/A
2831,HeuristicAgent,DQNLarge,HeuristicAgent,45,3,47,47,45,3,43,42,42,N/A,0.995
2832,GreedyAgent,MinimaxAgent,GreedyAgent,25,0,47,47,25,0,23,25,25,N/A,N/A
2833,GreedyAgent,RandomAgent,GreedyAgent,46,2,27,27,46,2,31,44,44,N/A,N/A
2834,DQNMedium,DQNLarge,DQNLarge,9,25,44,44,9,25,14,16,16,0.995,0.995
2835,GreedyAgent,HeuristicAgent,GreedyAgent,26,15,49,49,26,15,7,11,11,N/A,N/A
2836,RandomAgent,DQNSmall,RandomAgent,27,21,115,115,27,21,5,6,6,N/A,0.995
2837,HeuristicAgent,DQNSmall,HeuristicAgent,28,20,145,145,28,20,18,8,8,N/A,0.995
2838,GreedyAgent,GreedyAgent,GreedyAgent,27,4,31,31,27,4,17,23,23,N/A,N/A
2839,GreedyAgent,MinimaxAgent,GreedyAgent,25,0,47,47,25,0,23,25,25,N/A,N/A
2840,RandomAgent,DQNMedium,DQNMedium,23,25,90,90,23,25,5,2,2,N/A,0.995
2841,DQNSmall,RandomAgent,RandomAgent,21,27,158,158,21,27,5,6,6,0.995,N/A
2842,QLearningAgent,QLearningAgent,QLearningAgent,27,12,57,57,27,12,9,15,15,0.999,0.999
2843,QLearningAgent,MinimaxAgent,QLearningAgent,28,3,413,413,28,3,17,25,25,0.999,N/A
2844,RandomAgent,MinimaxAgent,RandomAgent,25,0,107,107,25,0,23,25,25,N/A,N/A
2845,HeuristicAgent,QLearningAgent,HeuristicAgent,35,13,321,321,35,13,25,22,22,N/A,0.999
2846,GreedyAgent,DQNMedium,GreedyAgent,25,2,51,51,25,2,21,23,23,N/A,0.995
2847,DQNLarge,DQNLarge,DQNLarge,16,26,90,90,16,26,6,10,10,0.995,0.995
2848,RandomAgent,DQNLarge,DQNLarge,16,26,96,96,16,26,6,10,10,N/A,0.995
2849,DQNMedium,GreedyAgent,GreedyAgent,3,27,14,14,3,27,18,24,24,0.995,N/A
2850,DQNSmall,DQNSmall,DQNSmall,13,25,110,110,13,25,10,12,12,0.995,0.995
2851,DQNSmall,MinimaxAgent,DQNSmall,26,3,265,265,26,3,19,23,23,0.995,N/A
2852,MinimaxAgent,DQNLarge,MinimaxAgent,27,0,47,47,27,0,21,27,27,N/A,0.995
2853,DQNMedium,QLearningAgent,QLearningAgent,15,33,84,84,15,33,9,18,18,0.995,0.999
2854,RandomAgent,DQNSmall,DQNSmall,9,25,52,52,9,25,14,16,16,N/A,0.995
2855,GreedyAgent,DQNLarge,DQNLarge,18,26,42,42,18,26,4,8,8,N/A,0.995
2856,HeuristicAgent,DQNMedium,HeuristicAgent,33,15,133,133,33,15,24,18,18,N/A,0.995
2857,GreedyAgent,MinimaxAgent,GreedyAgent,25,0,47,47,25,0,23,25,25,N/A,N/A
2858,DQNSmall,DQNLarge,DQNSmall,26,17,113,113,26,17,5,9,9,0.995,0.995
2859,RandomAgent,DQNLarge,RandomAgent,36,12,41,41,36,12,16,24,24,N/A,0.995
2860,MinimaxAgent,DQNLarge,MinimaxAgent,48,0,17,17,48,0,34,48,48,N/A,0.995
2861,DQNMedium,GreedyAgent,GreedyAgent,0,27,36,36,0,27,21,27,27,0.995,N/A
2862,QLearningAgent,QLearningAgent,QLearningAgent,6,27,42,42,6,27,15,21,21,0.999,0.999
2863,MinimaxAgent,DQNMedium,MinimaxAgent,26,3,45,45,26,3,19,23,23,N/A,0.995
2864,DQNMedium,RandomAgent,DQNMedium,27,8,63,63,27,8,13,19,19,0.995,N/A
2865,DQNSmall,DQNMedium,DQNMedium,21,26,154,154,21,26,1,5,5,0.995,0.995
2866,QLearningAgent,DQNSmall,DQNSmall,16,25,36,36,16,25,7,9,9,0.999,0.995
2867,DQNLarge,DQNLarge,DQNLarge,8,25,50,50,8,25,15,17,17,0.995,0.995
2868,DQNSmall,HeuristicAgent,HeuristicAgent,23,25,160,160,23,25,15,2,2,0.995,N/A
2869,DQNLarge,RandomAgent,DQNLarge,26,17,107,107,26,17,5,9,9,0.995,N/A
2870,HeuristicAgent,RandomAgent,HeuristicAgent,32,16,105,105,32,16,29,16,16,N/A,N/A
2871,GreedyAgent,GreedyAgent,GreedyAgent,27,4,31,31,27,4,17,23,23,N/A,N/A
2872,DQNSmall,RandomAgent,DQNSmall,27,16,89,89,27,16,5,11,11,0.995,N/A
2873,DQNMedium,QLearningAgent,QLearningAgent,11,37,76,76,11,37,13,26,26,0.995,0.999
2874,DQNMedium,HeuristicAgent,HeuristicAgent,9,39,92,92,9,39,34,30,30,0.995,N/A
2875,MinimaxAgent,RandomAgent,MinimaxAgent,28,0,67,67,28,0,20,28,28,N/A,N/A
2876,DQNSmall,HeuristicAgent,HeuristicAgent,9,39,58,58,9,39,33,30,30,0.995,N/A
2877,GreedyAgent,QLearningAgent,GreedyAgent,25,0,41,41,25,0,23,25,25,N/A,0.999
2878,QLearningAgent,QLearningAgent,QLearningAgent,3,26,64,64,3,26,19,23,23,0.999,0.999
2879,DQNLarge,DQNLarge,DQNLarge,31,17,71,71,31,17,17,14,14,0.995,0.995
2880,DQNLarge,MinimaxAgent,DQNLarge,26,0,183,183,26,0,22,26,26,0.995,N/A
2881,RandomAgent,RandomAgent,RandomAgent,25,18,111,111,25,18,5,7,7,N/A,N/A
2882,QLearningAgent,HeuristicAgent,HeuristicAgent,3,45,86,86,3,45,45,42,42,0.999,N/A
2883,DQNSmall,DQNSmall,Draw,24,24,121,121,24,24,5,0,0,0.995,0.995
2884,QLearningAgent,MinimaxAgent,QLearningAgent,29,0,75,75,29,0,19,29,29,0.999,N/A
2885,MinimaxAgent,DQNMedium,MinimaxAgent,27,0,35,35,27,0,21,27,27,N/A,0.995
2886,DQNMedium,DQNMedium,DQNMedium,4,26,60,60,4,26,18,22,22,0.995,0.995
2887,RandomAgent,QLearningAgent,QLearningAgent,19,26,184,184,19,26,3,7,7,N/A,0.999
2888,DQNMedium,HeuristicAgent,DQNMedium,29,4,47,47,29,4,15,25,25,0.995,N/A
2889,QLearningAgent,GreedyAgent,GreedyAgent,12,29,50,50,12,29,7,17,17,0.999,N/A
2890,QLearningAgent,DQNMedium,DQNMedium,11,27,70,70,11,27,10,16,16,0.999,0.995
2891,DQNSmall,HeuristicAgent,DQNSmall,25,7,81,81,25,7,16,18,18,0.995,N/A
2892,GreedyAgent,HeuristicAgent,GreedyAgent,26,15,49,49,26,15,7,11,11,N/A,N/A
2893,RandomAgent,GreedyAgent,GreedyAgent,7,25,46,46,7,25,16,18,18,N/A,N/A
2894,QLearningAgent,GreedyAgent,GreedyAgent,2,26,34,34,2,26,20,24,24,0.999,N/A
2895,MinimaxAgent,DQNMedium,MinimaxAgent,45,3,29,29,45,3,34,42,42,N/A,0.995
2896,DQNMedium,GreedyAgent,GreedyAgent,14,25,44,44,14,25,9,11,11,0.995,N/A
2897,DQNSmall,GreedyAgent,GreedyAgent,7,31,40,40,7,31,10,24,24,0.995,N/A
2898,DQNSmall,GreedyAgent,GreedyAgent,2,26,42,42,2,26,20,24,24,0.995,N/A
2899,GreedyAgent,HeuristicAgent,GreedyAgent,26,15,49,49,26,15,7,11,11,N/A,N/A
2900,DQNMedium,MinimaxAgent,DQNMedium,28,0,165,165,28,0,20,28,28,0.995,N/A
2901,HeuristicAgent,DQNLarge,HeuristicAgent,38,10,65,65,38,10,38,28,28,N/A,0.995
2902,HeuristicAgent,DQNSmall,HeuristicAgent,41,7,57,57,41,7,34,34,34,N/A,0.995
2903,DQNLarge,HeuristicAgent,HeuristicAgent,16,32,140,140,16,32,18,16,16,0.995,N/A
2904,DQNSmall,QLearningAgent,QLearningAgent,20,28,158,158,20,28,4,8,8,0.995,0.999
2905,DQNMedium,DQNSmall,DQNSmall,21,27,182,182,21,27,3,6,6,0.995,0.995
2906,MinimaxAgent,QLearningAgent,MinimaxAgent,48,0,39,39,48,0,25,48,48,N/A,0.999
2907,DQNLarge,QLearningAgent,Draw,24,24,111,111,24,24,5,0,0,0.995,0.999
2908,DQNMedium,MinimaxAgent,DQNMedium,25,0,201,201,25,0,23,25,25,0.995,N/A
2909,QLearningAgent,GreedyAgent,GreedyAgent,0,26,48,48,0,26,22,26,26,0.999,N/A
2910,RandomAgent,RandomAgent,RandomAgent,5,26,64,64,5,26,17,21,21,N/A,N/A
2911,QLearningAgent,DQNSmall,DQNSmall,20,28,124,124,20,28,9,8,8,0.999,0.995
2912,MinimaxAgent,DQNSmall,MinimaxAgent,26,2,47,47,26,2,20,24,24,N/A,0.995
2913,HeuristicAgent,QLearningAgent,HeuristicAgent,28,20,81,81,28,20,26,8,8,N/A,0.999
2914,GreedyAgent,QLearningAgent,GreedyAgent,26,8,33,33,26,8,14,18,18,N/A,0.999
2915,DQNSmall,DQNSmall,DQNSmall,25,5,71,71,25,5,18,20,20,0.995,0.995
2916,DQNSmall,DQNLarge,DQNSmall,25,6,89,89,25,6,17,19,19,0.995,0.995
2917,DQNSmall,MinimaxAgent,DQNSmall,27,4,213,213,27,4,17,23,23,0.995,N/A
2918,DQNMedium,QLearningAgent,QLearningAgent,21,27,120,120,21,27,6,6,6,0.995,0.999
2919,DQNMedium,DQNSmall,DQNMedium,27,13,109,109,27,13,8,14,14,0.995,0.995
2920,DQNLarge,QLearningAgent,QLearningAgent,21,27,76,76,21,27,5,6,6,0.995,0.999
2921,RandomAgent,HeuristicAgent,HeuristicAgent,6,42,82,82,6,42,42,36,36,N/A,N/A
2922,DQNMedium,GreedyAgent,GreedyAgent,6,42,50,50,6,42,18,36,36,0.995,N/A
2923,RandomAgent,DQNSmall,RandomAgent,26,17,85,85,26,17,5,9,9,N/A,0.995
2924,DQNMedium,DQNMedium,DQNMedium,18,27,90,90,18,27,3,9,9,0.995,0.995
2925,QLearningAgent,RandomAgent,QLearningAgent,29,10,57,57,29,10,9,19,19,0.999,N/A
2926,DQNMedium,GreedyAgent,GreedyAgent,5,29,12,12,5,29,14,24,24,0.995,N/A
2927,RandomAgent,DQNLarge,DQNLarge,21,27,108,108,21,27,3,6,6,N/A,0.995
2928,MinimaxAgent,GreedyAgent,MinimaxAgent,27,4,31,31,27,4,17,23,23,N/A,N/A
2929,DQNLarge,DQNLarge,DQNLarge,26,19,67,67,26,19,3,7,7,0.995,0.995
2930,DQNMedium,HeuristicAgent,DQNMedium,27,5,181,181,27,5,16,22,22,0.995,N/A
2931,DQNSmall,DQNLarge,DQNSmall,25,16,63,63,25,16,7,9,9,0.995,0.995
2932,RandomAgent,RandomAgent,RandomAgent,25,23,147,147,25,23,6,2,2,N/A,N/A
2933,DQNSmall,RandomAgent,RandomAgent,11,37,58,58,11,37,23,26,26,0.995,N/A
2934,GreedyAgent,MinimaxAgent,GreedyAgent,25,0,47,47,25,0,23,25,25,N/A,N/A
2935,HeuristicAgent,GreedyAgent,GreedyAgent,4,44,44,44,4,44,37,40,40,N/A,N/A
2936,GreedyAgent,HeuristicAgent,GreedyAgent,26,15,49,49,26,15,7,11,11,N/A,N/A
2937,DQNSmall,MinimaxAgent,DQNSmall,29,4,241,241,29,4,15,25,25,0.995,N/A
2938,HeuristicAgent,GreedyAgent,GreedyAgent,4,44,44,44,4,44,37,40,40,N/A,N/A
2939,DQNLarge,GreedyAgent,GreedyAgent,3,29,26,26,3,29,16,26,26,0.995,N/A
2940,DQNSmall,HeuristicAgent,HeuristicAgent,12,36,52,52,12,36,30,24,24,0.995,N/A
2941,GreedyAgent,GreedyAgent,GreedyAgent,27,4,31,31,27,4,17,23,23,N/A,N/A
2942,RandomAgent,DQNSmall,DQNSmall,11,37,80,80,11,37,15,26,26,N/A,0.995
2943,DQNSmall,GreedyAgent,GreedyAgent,5,43,36,36,5,43,23,38,38,0.995,N/A
2944,GreedyAgent,MinimaxAgent,GreedyAgent,25,0,47,47,25,0,23,25,25,N/A,N/A
2945,DQNLarge,RandomAgent,RandomAgent,23,25,94,94,23,25,3,2,2,0.995,N/A
2946,DQNSmall,DQNSmall,DQNSmall,26,21,109,109,26,21,1,5,5,0.995,0.995
2947,QLearningAgent,RandomAgent,QLearningAgent,27,21,119,119,27,21,5,6,6,0.999,N/A
2948,HeuristicAgent,GreedyAgent,GreedyAgent,4,44,44,44,4,44,37,40,40,N/A,N/A
2949,DQNLarge,DQNLarge,DQNLarge,25,11,81,81,25,11,12,14,14,0.995,0.995
2950,MinimaxAgent,MinimaxAgent,MinimaxAgent,27,0,67,67,27,0,21,27,27,N/A,N/A
2951,HeuristicAgent,RandomAgent,HeuristicAgent,48,0,31,31,48,0,48,48,48,N/A,N/A
2952,DQNLarge,DQNMedium,DQNMedium,8,31,70,70,8,31,9,23,23,0.995,0.995
2953,DQNSmall,DQNLarge,Draw,24,24,89,89,24,24,10,0,0,0.995,0.995
2954,QLearningAgent,DQNSmall,DQNSmall,15,26,120,120,15,26,7,11,11,0.999,0.995
2955,DQNMedium,RandomAgent,RandomAgent,4,44,72,72,4,44,23,40,40,0.995,N/A
2956,GreedyAgent,MinimaxAgent,GreedyAgent,25,0,47,47,25,0,23,25,25,N/A,N/A
2957,HeuristicAgent,DQNSmall,HeuristicAgent,34,14,49,49,34,14,19,20,20,N/A,0.995
2958,DQNSmall,HeuristicAgent,DQNSmall,25,7,153,153,25,7,16,18,18,0.995,N/A
2959,MinimaxAgent,MinimaxAgent,MinimaxAgent,27,0,67,67,27,0,21,27,27,N/A,N/A
2960,DQNLarge,HeuristicAgent,HeuristicAgent,7,41,98,98,7,41,30,34,34,0.995,N/A
2961,QLearningAgent,QLearningAgent,QLearningAgent,20,28,244,244,20,28,4,8,8,0.999,0.999
2962,DQNSmall,HeuristicAgent,HeuristicAgent,3,45,70,70,3,45,45,42,42,0.995,N/A
2963,GreedyAgent,GreedyAgent,GreedyAgent,27,4,31,31,27,4,17,23,23,N/A,N/A
2964,MinimaxAgent,DQNLarge,MinimaxAgent,30,0,43,43,30,0,18,30,30,N/A,0.995
2965,QLearningAgent,GreedyAgent,QLearningAgent,42,6,17,17,42,6,38,36,36,0.999,N/A
2966,DQNMedium,QLearningAgent,DQNMedium,27,21,97,97,27,21,3,6,6,0.995,0.999
2967,HeuristicAgent,RandomAgent,HeuristicAgent,38,10,55,55,38,10,29,28,28,N/A,N/A
2968,GreedyAgent,DQNLarge,GreedyAgent,25,6,47,47,25,6,17,19,19,N/A,0.995
2969,MinimaxAgent,HeuristicAgent,HeuristicAgent,16,32,46,46,16,32,17,16,16,N/A,N/A
2970,DQNLarge,DQNMedium,DQNLarge,32,16,99,99,32,16,19,16,16,0.995,0.995
2971,DQNMedium,MinimaxAgent,DQNMedium,25,5,65,65,25,5,18,20,20,0.995,N/A
2972,DQNSmall,GreedyAgent,DQNSmall,25,15,37,37,25,15,8,10,10,0.995,N/A
2973,DQNMedium,QLearningAgent,QLearningAgent,18,25,112,112,18,25,5,7,7,0.995,0.999
2974,MinimaxAgent,DQNSmall,MinimaxAgent,26,4,55,55,26,4,18,22,22,N/A,0.995
2975,QLearningAgent,DQNLarge,DQNLarge,11,25,78,78,11,25,12,14,14,0.999,0.995
2976,DQNMedium,DQNLarge,DQNMedium,26,12,95,95,26,12,10,14,14,0.995,0.995
2977,DQNSmall,HeuristicAgent,HeuristicAgent,10,38,56,56,10,38,28,28,28,0.995,N/A
2978,HeuristicAgent,HeuristicAgent,HeuristicAgent,7,41,48,48,7,41,39,34,34,N/A,N/A
2979,DQNSmall,MinimaxAgent,DQNSmall,27,2,147,147,27,2,19,25,25,0.995,N/A
2980,MinimaxAgent,RandomAgent,MinimaxAgent,26,6,51,51,26,6,16,20,20,N/A,N/A
2981,DQNSmall,MinimaxAgent,DQNSmall,26,0,201,201,26,0,22,26,26,0.995,N/A
2982,DQNSmall,MinimaxAgent,DQNSmall,26,9,145,145,26,9,13,17,17,0.995,N/A
2983,MinimaxAgent,QLearningAgent,MinimaxAgent,31,0,51,51,31,0,17,31,31,N/A,0.999
2984,MinimaxAgent,GreedyAgent,MinimaxAgent,27,4,31,31,27,4,17,23,23,N/A,N/A
2985,QLearningAgent,RandomAgent,RandomAgent,9,29,68,68,9,29,10,20,20,0.999,N/A
2986,DQNLarge,GreedyAgent,GreedyAgent,9,26,28,28,9,26,13,17,17,0.995,N/A
2987,DQNSmall,MinimaxAgent,DQNSmall,25,2,107,107,25,2,21,23,23,0.995,N/A
2988,DQNMedium,GreedyAgent,GreedyAgent,9,39,38,38,9,39,32,30,30,0.995,N/A
2989,QLearningAgent,DQNSmall,QLearningAgent,26,14,69,69,26,14,8,12,12,0.999,0.995
2990,HeuristicAgent,RandomAgent,HeuristicAgent,35,13,103,103,35,13,23,22,22,N/A,N/A
2991,RandomAgent,GreedyAgent,GreedyAgent,2,25,32,32,2,25,21,23,23,N/A,N/A
2992,DQNSmall,HeuristicAgent,HeuristicAgent,11,37,48,48,11,37,37,26,26,0.995,N/A
2993,DQNLarge,MinimaxAgent,DQNLarge,28,9,189,189,28,9,11,19,19,0.995,N/A
2994,QLearningAgent,MinimaxAgent,QLearningAgent,25,0,69,69,25,0,23,25,25,0.999,N/A
2995,MinimaxAgent,DQNSmall,MinimaxAgent,25,0,33,33,25,0,23,25,25,N/A,0.995
2996,DQNLarge,DQNMedium,DQNMedium,16,26,136,136,16,26,6,10,10,0.995,0.995
2997,DQNLarge,HeuristicAgent,HeuristicAgent,18,30,196,196,18,30,6,12,12,0.995,N/A
2998,DQNMedium,MinimaxAgent,DQNMedium,25,5,129,129,25,5,18,20,20,0.995,N/A
2999,RandomAgent,RandomAgent,RandomAgent,9,25,134,134,9,25,14,16,16,N/A,N/A
3000,DQNLarge,DQNLarge,DQNLarge,38,10,49,49,38,10,15,28,28,0.995,0.995
3001,DQNMedium,MinimaxAgent,DQNMedium,27,3,127,127,27,3,18,24,24,0.995,N/A
3002,RandomAgent,DQNSmall,DQNSmall,7,25,54,54,7,25,16,18,18,N/A,0.995
3003,GreedyAgent,QLearningAgent,GreedyAgent,26,5,39,39,26,5,17,21,21,N/A,0.999
3004,DQNMedium,MinimaxAgent,DQNMedium,25,6,107,107,25,6,17,19,19,0.995,N/A
3005,RandomAgent,HeuristicAgent,RandomAgent,33,15,165,165,33,15,14,18,18,N/A,N/A
3006,GreedyAgent,MinimaxAgent,GreedyAgent,25,0,47,47,25,0,23,25,25,N/A,N/A
3007,DQNLarge,DQNMedium,DQNMedium,17,31,104,104,17,31,8,14,14,0.995,0.995
3008,GreedyAgent,DQNLarge,GreedyAgent,25,6,45,45,25,6,17,19,19,N/A,0.995
3009,QLearningAgent,DQNLarge,DQNLarge,13,25,64,64,13,25,10,12,12,0.999,0.995
3010,QLearningAgent,DQNMedium,DQNMedium,11,27,122,122,11,27,10,16,16,0.999,0.995
3011,HeuristicAgent,GreedyAgent,GreedyAgent,4,44,44,44,4,44,37,40,40,N/A,N/A
3012,DQNSmall,DQNSmall,DQNSmall,25,9,109,109,25,9,14,16,16,0.995,0.995
3013,MinimaxAgent,DQNLarge,MinimaxAgent,25,0,41,41,25,0,23,25,25,N/A,0.995
3014,DQNLarge,RandomAgent,RandomAgent,20,28,72,72,20,28,4,8,8,0.995,N/A
3015,MinimaxAgent,QLearningAgent,MinimaxAgent,25,5,45,45,25,5,18,20,20,N/A,0.999
3016,DQNSmall,QLearningAgent,QLearningAgent,12,28,120,120,12,28,8,16,16,0.995,0.999
3017,MinimaxAgent,QLearningAgent,MinimaxAgent,26,0,35,35,26,0,22,26,26,N/A,0.999
3018,DQNSmall,GreedyAgent,GreedyAgent,4,29,54,54,4,29,15,25,25,0.995,N/A
